Weekday,day,month,year,Location_Book,modern_name,geo_id,Loc_Codes,latitude,longitude,Notes
,21,6,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN16
,22,6,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,23,6,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN17
,24,6,1408,,,,,,,
,25,6,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,26,6,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,26,6,1408,Valldaura,Palacio Real de Valldaura,GNA_0026,,41.4503151,2.1331062,
,27,6,1408,Valldaura,Palacio Real de Valldaura,GNA_0026,,41.4503151,2.1331062,
,27,6,1408,Sent Cugat del Vallès,Sant Cugat del Vallès,3110718,,41.4695181,2.081046,
,27,6,1408,Valldaura,Palacio Real de Valldaura,GNA_0026,,41.4503151,2.1331062,
,28,6,1408,Valldaura,Palacio Real de Valldaura,GNA_0026,,41.4503151,2.1331062,
,28,6,1408,Orta,Horta,3120637,,41.4321276,2.152237,
,28,6,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,29,6,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,30,6,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN18
,1,7,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,2,7,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,3,7,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN19
,4,7,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,5,7,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,6,7,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,7,7,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,8,7,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,9,7,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,10,7,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN20
,11,7,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,12,7,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN21
,13,7,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,14,7,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,15,7,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,16,7,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,17,7,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,18,7,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,19,7,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,20,7,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,21,7,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,22,7,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,23,7,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,24,7,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,25,7,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,26,7,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,27,7,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,28,7,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,29,7,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,30,7,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,31,7,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN22
,1,8,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,2,8,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,3,8,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,4,8,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,5,8,1408,,,,,,,
,6,8,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,7,8,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,8,8,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN23
,9,8,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,10,8,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,11,8,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,12,8,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,13,8,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,14,8,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,15,8,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,16,8,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,17,8,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,18,8,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN24
,19,8,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,20,8,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,21,8,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN25
,22,8,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN26
,23,8,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,24,8,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,25,8,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,26,8,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,27,8,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,28,8,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,29,8,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,30,8,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,31,8,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN27
,1,9,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,Note: There are documents from Barcelona on every day of this month; FN28
,2,9,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,3,9,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,4,9,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,4,9,1408,"En la torre d'En Guillem de Busquets, prop lo monestir de Pedralbes",Torre de Guillem de Busquets,TL_0069,,41.3938956,2.1151005,"***Near Pedralbes, but unsure where exactly this tower was."
,5,9,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,6,9,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,7,9,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,8,9,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,9,9,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,10,9,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,11,9,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,12,9,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,12,9,1408,En la casa d'en Guillem de Busquets del territori dela ciutat de Barchinona,Torre de Guillem de Busquets,TL_0069,,41.3938956,2.1151005,"***Near Pedralbes, but unsure where exactly this tower was."
,13,9,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,14,9,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,14,9,1408,In turri Johannis Fivaller,Torre de Joan Fivaller,TL_0070,,41.3961227,2.1161118,"***Near Pedralbes, but unsure where exactly this tower was."
,15,9,1408,In turri Johannis Fivaller prope Barchinone,Torre de Joan Fivaller,TL_0070,,41.3961227,2.1161118,"***Near Pedralbes, but unsure where exactly this tower was."
,15,9,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,16,9,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,17,9,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,17,9,1408,Torre d'en Johan Fivaller prop de Barchinona,Torre de Joan Fivaller,TL_0070,,41.3961227,2.1161118,"***Near Pedralbes, but unsure where exactly this tower was."
,18,9,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,19,9,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,20,9,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,20,9,1408,Torre d'en Johan Fivaller,Torre de Joan Fivaller,TL_0070,,41.3961227,2.1161118,"FN29 - ***Near Pedralbes, but unsure where exactly this tower was."
,21,9,1408,Domo Johannis Fivaller,Torre de Joan Fivaller,TL_0070,,41.3961227,2.1161118,"***Near Pedralbes, but unsure where exactly this tower was."
,22,9,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN30
,23,9,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,24,9,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,24,9,1408,Domo de Bellesguard,Torre Bellesguard,GNA_0031,,41.4093913,2.1266224,
,25,9,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,25,9,1408,Turri Johannis Fivellerii,Torre de Joan Fivaller,TL_0070,,41.3961227,2.1161118,"***Near Pedralbes, but unsure where exactly this tower was."
,26,9,1408,Casa d'en Johan Fivaller prop de Barchinona,Torre de Joan Fivaller,TL_0070,,41.3961227,2.1161118,"***Near Pedralbes, but unsure where exactly this tower was."
,27,9,1408,Casa d'en Johan Fivaller prop de Barchinona,Torre de Joan Fivaller,TL_0070,,41.3961227,2.1161118,"***Near Pedralbes, but unsure where exactly this tower was."
,28,9,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,29,9,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,30,9,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,30,9,1408,In domo de Bellesguard,Torre Bellesguard,GNA_0031,,41.4093913,2.1266224,
,1,10,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,2,10,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,3,10,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,4,10,1408,Bellesguard,Torre Bellesguard,GNA_0031,,41.4093913,2.1266224,
,5,10,1408,Bellesguard,Torre Bellesguard,GNA_0031,,41.4093913,2.1266224,
,6,10,1408,Bellesguard,Torre Bellesguard,GNA_0031,,41.4093913,2.1266224,
,7,10,1408,Bellesguard,Torre Bellesguard,GNA_0031,,41.4093913,2.1266224,
,8,10,1408,Bellesguard,Torre Bellesguard,GNA_0031,,41.4093913,2.1266224,
,9,10,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,10,10,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,11,10,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,12,10,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,13,10,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,14,10,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,15,10,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,16,10,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,17,10,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,18,10,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN31
,19,10,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,20,10,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,21,10,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN32
,22,10,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,23,10,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,24,10,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,25,10,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,26,10,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,27,10,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN33
,28,10,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,29,10,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,30,10,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN34
,31,10,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN35
,1,11,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,2,11,1408,Bellesguard,Torre Bellesguard,GNA_0031,,41.4093913,2.1266224,
,3,11,1408,Bellesguard,Torre Bellesguard,GNA_0031,,41.4093913,2.1266224,
,4,11,1408,,,,,,,
,5,11,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,6,11,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,7,11,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,8,11,1408,Bellesguard,Torre Bellesguard,GNA_0031,,41.4093913,2.1266224,
,9,11,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,10,11,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN36
,11,11,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,12,11,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,13,11,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,14,11,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,15,11,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,16,11,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,17,11,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,18,11,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,19,11,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,20,11,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,21,11,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,22,11,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,23,11,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,24,11,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,25,11,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,26,11,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,27,11,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,28,11,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN37
,29,11,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,30,11,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN38
,1,12,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,2,12,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,3,12,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,4,12,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,5,12,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,6,12,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,7,12,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,8,12,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,9,12,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,10,12,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,11,12,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,12,12,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,13,12,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,14,12,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,15,12,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN39
,16,12,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,17,12,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,18,12,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,19,12,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,20,12,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN40
,21,12,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,22,12,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,23,12,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,24,12,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,25,12,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,26,12,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,27,12,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN41
,28,12,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,29,12,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,30,12,1408,,,,,,,
,31,12,1408,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN42
,1,1,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN1
,2,1,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN2
,3,1,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN3
,4,1,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,5,1,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,6,1,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN4
,7,1,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN5
,8,1,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,9,1,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN6
,10,1,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,11,1,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN7
,12,1,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN8
,13,1,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,14,1,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN9
,15,1,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,16,1,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN10
,17,1,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,18,1,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,19,1,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN11
,20,1,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,21,1,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,22,1,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,23,1,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN12
,24,1,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN13
,25,1,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,26,1,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,27,1,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,28,1,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,29,1,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,30,1,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,31,1,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,1,2,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,2,2,1409,,,,,,,
,3,2,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,4,2,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,5,2,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,6,2,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,7,2,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,8,2,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,9,2,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN14
,10,2,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,11,2,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,12,2,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,13,2,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,14,2,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,15,2,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,16,2,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,17,2,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,18,2,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,19,2,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN15
,20,2,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,21,2,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,22,2,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,23,2,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,24,2,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,25,2,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,26,2,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,27,2,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,28,2,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN16
,1,3,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,2,3,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN17
,3,3,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,4,3,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,5,3,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,6,3,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN18
,7,3,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,8,3,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,9,3,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,10,3,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,11,3,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,12,3,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,13,3,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN19
,14,3,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN20
,15,3,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,16,3,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,17,3,1409,,,,,,,
,18,3,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN21
,19,3,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,20,3,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN22
,21,3,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,22,3,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,23,3,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,24,3,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,25,3,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,26,3,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN23
,27,3,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN24
,28,3,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,29,3,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,30,3,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,31,3,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN25
,1,4,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,2,4,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,3,4,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,4,4,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,5,4,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,6,4,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,7,4,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,8,4,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,9,4,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,10,4,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,11,4,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,12,4,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,13,4,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,14,4,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,15,4,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,16,4,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,17,4,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,18,4,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,19,4,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,20,4,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN26
,21,4,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,22,4,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN27
,23,4,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,24,4,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,25,4,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,26,4,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN28
,27,4,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,28,4,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,29,4,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,30,4,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN29
,1,5,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,2,5,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,3,5,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,4,5,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,5,5,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,6,5,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN30
,7,5,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,8,5,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,9,5,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,10,5,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,11,5,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,12,5,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,13,5,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,14,5,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,15,5,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,16,5,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,17,5,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,18,5,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,19,5,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,20,5,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,21,5,1409,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
