modern_name,Other Possible Names,Latin Name,geo_id,Modern Country,latitude,longitude,Checked,Certainty,Notes,name_match,geo_dist,geon_addition,guess1,geoid_guess1,g_dist1,itin_list
L'Ametlla del Vallès,,,3120006,Spain,41.6683251,2.2605005,y,5,,L'Ametlla del Vallès,0.54556,,,,,CA_JIP
L'Arboç,arboc; arbos,,3129793,Spain,41.265987700000004,1.6020337,y,5,,L'Arboç,0.18635,,,,,CA_MI; CA_JIR; CA_JIP; CA_JII
L'Espluga de Francolí,,,3122827,Spain,41.3970403,1.1032144,y,5,,L' Espluga de Francolí,0.4593100000000001,,,,,CA_JIR
L'Orxà,,,2514890,Spain,38.8443159,-0.31074029999999997,y,5,,Lorcha,0.15012999999999999,,,,,CA_JII
La Almolda,,,3120014,Spain,41.5523078,-0.21157089999999998,y,5,,La Almolda,0.12015999999999999,,,,,CA_JIP
La Almunia de Doña Godina,,,3120012,Spain,41.4768441,-1.3746587,y,5,,La Almunia de Doña Godina,0.02045,,,,,CA_MI; CA_JIP; CA_PIVP
La Bisbal del Penedès,,,3128005,Spain,41.279422499999995,1.4887997,y,5,,la Bisbal del Penedès,0.63116,,,,,CA_JIR; CA_JII
La Codoñera,,,3119854,Spain,40.9340415,-0.0846056,y,5,,La Codoñera,0.10703,,,,,CA_JIP
La Galera,,,3119701,Spain,40.6816599,0.4633678,y,5,,La Galera,0.01925,,,,,CA_JIR; CA_JIP
La Garriga,,,3119694,Spain,41.6777735,2.2828767999999995,y,5,,la Garriga,0.61868,,,,,CA_MI; CA_JIP
La Ginebrosa,,,3119683,Spain,40.8705128,-0.1345813,y,5,,La Ginebrosa,0.08698,,,,,CA_PIVP
La Granadella,,,3121216,Spain,41.3567473,0.6638953000000001,y,5,,la Granadella,0.7844300000000001,,,,,CA_JIP
La Hoz de la Vieja,La Foz y Alapos,,3119593,Spain,40.92390560000001,-0.8432206,y,5,,La Hoz de La Vieja,0.019190000000000002,,,,,CA_JII
La Jonquera,La Junquera,,3119559,Spain,42.4181324,2.8739218999999996,y,5,,la Jonquera,0.09776,,,,,CA_MI; CA_JIR; CA_JIP; CA_JII
La Llosa,,,2515811,Spain,39.770216299999994,-0.20597849999999998,y,5,,La Llosa,0.64631,,,,,CA_JIP
La Muela,,,3119384,Spain,41.5758184,-1.1161166,y,5,,La Muela,0.48808,,,,,CA_JIP
La Pobla Tornesa,,,3112776,Spain,40.099944,0.000595,y,5,,Puebla Tornesa,0.32916,,,,,CA_MI; CA_JIR; CA_JIP
La Puebla de Híjar,La Romana,,3119193,Spain,41.213955,-0.4465020000000001,y,5,This was at one point called La Romana but was depopulated and abandoned.  The modern town of Híjar is on the spot where the old town used to be - https://es.wikipedia.org/wiki/La_Romana_(La_Puebla_de_H%C3%ADjar),La Puebla de Híjar,1.0251700000000001,,,,,CA_JIP; CA_JII
La Puebla de Valverde,Pobla de Vallemadi,,3119188,Spain,40.2253186,-0.9301200999999999,y,5,,La Puebla de Valverde,0.23836999999999997,,,,,CA_MI; CA_JIP; CA_PIVP; CA_JII
La Roca del Vallés,,,3119099,Spain,41.5814805,2.32586,y,5,,La Roca del Vallès,0.6563,,,,,CA_JIP
La Roca del Vallès,,,3119099,Spain,41.5814805,2.32586,y,5,,La Roca del Vallès,0.6563,,,,,CA_MI; CA_JIR; CA_JII
La Vall d'Uixó,,,2509927,Spain,39.8242386,-0.2315018,y,5,,la Vall d'Uixó,0.22265,,,,,CA_MI
Lagata,,,3119688,Spain,41.2397675,-0.8050027,y,5,,Lagata,0.013030000000000002,,,,,CA_PIVP
Lagueruela,,,3119638,Spain,41.0427097,-1.1923108999999998,y,5,,Lagueruela,0.04899,,,,,CA_PIVP
Lagunarrota,,,3119626,Spain,41.9255381,-0.0090351,y,5,,Lagunarrota,0.09222000000000001,,,,,CA_JIP
Lalueza,,,3119512,Spain,41.8417802,-0.25789670000000003,y,5,,Lalueza,0.33951,,,,,CA_PIVP
Lanaja,Anaia,,3119374,Spain,41.771372899999996,-0.3289585,y,5,"pg 559, https://ifc.dpz.es/recursos/publicaciones/34/78/_ebook.pdf",Lanaja,0.18533,,,,,CA_MI; CA_JIR; CA_JIP; CA_JII
Langa del Castillo,,,3119338,Spain,41.2108711,-1.39879,y,5,,Langa del Castillo,0.12802,,,,,CA_MI; CA_PIVP; CA_JII
Langa del Castitllo,,,3119338,Spain,41.2108711,-1.39879,y,5,,Langa del Castillo,0.12802,,,,,CA_PIVP
Laperdiguera,,,3119243,Spain,41.9899828,-0.045197,y,5,,Laperdiguera,0.12912,,,,,CA_JIR; CA_JIP; CA_JII
Lapola,,,TL_0035,Italy,39.2150245,9.1126478,y,5,,,,,Cagliari,2525473.0,1.81171,CA_MI
Las Cuevas de Cañart,,,3118964,Spain,40.7625692,-0.4296049,y,5,,Las Cuevas de Cañart,0.46045,,,,,CA_PIVP
Lascasas,,,3118993,Spain,42.071089799999996,-0.3847915,y,5,,Lascasas,0.03829,,,,,CA_PIVP
Lascellas,Cellas,,3118982,Spain,42.0776402,-0.08304689999999999,y,5,pg. 69: https://ifc.dpz.es/recursos/publicaciones/34/78/_ebook.pdf,Lascellas,0.02134,,,,,CA_JII
Le Boulou,Voló,,3005102,France,42.524693,2.8340812,y,5,,el Voló,0.0778,,,,,CA_JIR; CA_JIP; CA_JII
Le Perthus,,,3002955,France,42.464436,2.863136,y,5,,el Pertús,0.106,,la Clusa d'Amunt,6691270.0,3.08976,CA_JIP
Le Réart,,,TL_0036,France,42.597974,2.827605,y,4,,,,,Villemolaque,2968654.0,1.4319600000000001,CA_JIP
Lécera,,,3118619,Spain,41.2045946,-0.7093397,y,5,,Lécera,0.17033,,,,,CA_PIVP
Lechón,,,3118615,Spain,41.0867562,-1.2839878,y,5,,Lechón,0.08521000000000001,,,,,CA_PIVP
Leciñena,,,3118609,Spain,41.797573,-0.6121270000000001,y,5,,Leciñena,0.12709,,,,,CA_MI
Lentini,,,2524410,Italy,37.2838188,14.996114000000002,y,5,,Lentini,0.22304000000000002,,,,,CA_MI
Lérida,,,3118514,Spain,41.6175899,0.6200146,y,5,,Lleida,0.20405,,,,,CA_MI; CA_JIR; CA_JIP; CA_PIVP; CA_JII
Les Borges Blanques,,,3127798,Spain,41.5223705,0.8735607,y,5,,Les Borges Blanques,0.85583,,,,,CA_JIR; CA_JIP; CA_JII
Les Cluses,,,6617394,France,42.48706720000001,2.8364084,y,5,,Les Cluses,0.26,,,,,CA_MI; CA_JIP
Les Coves de Vinromà,,,3124065,Spain,40.310523499999995,0.1217892,y,5,,Cuevas de Vinromá,0.11738,,,,,CA_MI; CA_JIR; CA_JIP; CA_JII
Librilla,,,2515060,Spain,37.8872213,-1.3553635,y,5,,Librilla,0.09117,,,,,CA_JII
Lipari isla,,,2524379,Italy,38.4641,14.9543272,y,4,actually a 4,Lipari,0.37129,,,,,CA_JII
Liria,,,2515036,Spain,39.62740820000001,-0.5968562,y,5,,Llíria,0.18950999999999998,,,,,CA_JII
Llardecans,,,3118278,Spain,41.37421120000001,0.5500109000000001,y,5,,Llardecáns,0.02829,,,,,CA_JIP
Llinars del Vallès,,,3118240,Spain,41.6364152,2.3912362000000003,y,5,,Llinars del Vallès,0.80647,,,,,CA_JIP
Llíria,,,2515036,Spain,39.625193599999996,-0.5938091999999999,y,5,,Llíria,0.5405399999999999,,,,,CA_JIR
Llucmajor,,,2514984,Spain,39.4907976,2.8917081000000002,y,5,,Llucmajor,0.05607,,,,,CA_JIR
Logroño,,,3118150,Spain,42.4627195,-2.4449852,y,5,,Logroño,0.60196,,,,,CA_JII
Longares,,,3118109,Spain,41.4021734,-1.1682976999999999,y,5,,Longares,0.10793,,,,,CA_JIP
Longares,,,3118109,Spain,41.4021734,-1.1682976999999999,y,5,,Longares,0.10793,,,,,CA_JIP
Lorca,,,2514891,Spain,37.6735925,-1.6968357,y,5,,Lorca,0.505,,,,,CA_JII
Los Fayos,,,3118012,Spain,41.8788645,-1.7834017,y,5,,Los Fayos,0.10964000000000004,,,,,CA_JII
Luceni,,,3117849,Spain,41.8296208,-1.2387533000000002,y,5,,Luceni,0.11715,,,,,CA_JIR
Luna,,,3117797,Spain,42.1684152,-0.932507,y,5,,Luna,0.09721,,,,,CA_PIVP; CA_JII
Maçanet de la Selva,,,3117218,Spain,41.776832399999996,2.7324996,y,5,,Maçanet de la Selva,0.72537,,,,,CA_JIP
Maella,,,3117715,Spain,41.12306470000001,0.13955320000000002,y,5,,Maella,0.06685,,,,,CA_MI
Magallón,Magallo,,3117708,Spain,41.83218220000001,-1.4615955,y,5,,Magallón,0.15337,,,,,CA_JIR; CA_PIVP; CA_JII
Mainar,,,3117672,Spain,41.19251660000001,-1.3029493,y,5,,Mainar,0.02663,,,,,CA_JIP; CA_JII
Mallén,,,3117623,Spain,41.899839,-1.41877,y,5,,Mallén,0.13184,,,,,CA_MI; CA_PIVP
Malpartit,,,GNA_0016,Spain,41.691883000000004,0.5337584,y,5,,,,to_add,Alpicat,3130249.0,3.43175,CA_JIP
Maluenda,,,3117602,Spain,41.289456,-1.617505,y,5,,Maluenda,0.22894,,,,,CA_MI; CA_JIP; CA_PIVP
Manchones,,,3117573,Spain,41.1503237,-1.467035,y,5,,Manchones,0.04741,,,,,CA_PIVP
Maniblas,,,TL_0037,Spain,41.63577100000001,-0.720774,y,4,In this dictionary: https://archive.org/details/bub_gb_RjgFAAAAYAAJ/page/n141 There's a reference that this location today is part of the town of Puebla de Alfinden.,,,,Puebla de Alfindén,3112795.0,2.60003,CA_JIR
Manises,,,2514197,Spain,39.493786799999995,-0.46353829999999996,y,5,,Manises,0.26608000000000004,,,,,CA_JIR; CA_JIP; CA_JII
Manlleu,,,3117539,Spain,41.9984251,2.2869967,y,5,,Manlleu,0.46696000000000004,,,,,CA_JIP
Manresa,,,3117533,Spain,41.7234999,1.8239701000000001,y,5,,Manresa,0.51648,,,,,CA_JIP; CA_JII
Mara,,,3117465,Spain,41.289065,-1.5190469,y,5,,Mara,0.0713,,,,,CA_PIVP
Marseille,Marsella,,7284883,France,43.296482,5.36978,y,5,,Marseille 02,0.048589999999999994,,,,,CA_MI; CA_JII
Martorell,,,3117331,Spain,41.4739679,1.9291428,y,5,,Martorell,0.12353,,,,,CA_MI; CA_JIR; CA_JIP; CA_PIVP; CA_JII
Mas Cord,,,TL_0038,Spain,41.3309539,1.7339497,y,1,The king is there for a day - it's a manor house somewhere...no evidence.  Very tricky.  This has been given a random location (AFL),,,,Sant Pere Molanta,11838150.0,1.9629400000000001,CA_JIR
Mas Segarra,Mas d'En Ferrer Segarra,,GNA_0017,Spain,41.3530696,1.9829685000000001,y,6,,,,to_add,,,,CA_JIR
Masquefa,,,3117225,Spain,41.501395,1.8141603,y,5,,Masquefa,0.33273,,,,,CA_JIR
Massamagrell,,,2514066,Spain,39.569998999999996,-0.3336614,y,5,,Massamagrell,0.37105,,,,,CA_MI; CA_JIP
Mataró,,,3117164,Spain,41.5381124,2.4447406000000003,y,5,,Mataró,0.44477,,,,,CA_JIR; CA_JII
Mequinenza,,,3116881,Spain,41.3614974,0.2969768,y,5,,Mequinensa / Mequinenza,1.24266,,,,,CA_MI; CA_JIR; CA_JIP; CA_JII
Messina,,,2524170,Italy,38.19381370000001,15.5540152,y,5,,Messina,0.12821,,,,,CA_MI; CA_JII
Miedes de Aragón,Miedes,,3116798,Spain,41.2574386,-1.4906139999999999,y,5,,Miedes,0.13238,,,,,CA_MI; CA_JIP; CA_PIVP; CA_JII
Milazzo,,,2524155,Italy,38.2207102,15.2419327,y,5,,Milazzo,0.1647,,,,,CA_JII
Millas,,,2993876,France,42.69247,2.695643,y,5,,Millas,0.06738999999999999,,,,,CA_MI; CA_JIP
Mira,,,2513844,Spain,39.719653,-1.4392406,y,5,,Mira,0.60539,,,,,CA_JII
Miramar,,,6361334,Spain,41.04648529999999,1.0022642,y,4,Currently Mont-Roig - location could be improved with specific research - purchased by Barcelona at the end of the 14th C.,Mont-roig del Camp,3.713,,,,,CA_MI
Moià,Moya,,3115985,Spain,41.8097082,2.097702,y,5,,Moià,0.16641,,,,,CA_JIR; CA_JIP; CA_JII
Moixent,Mogente,,2513794,Spain,38.8743266,-0.7520927,y,5,,Mogente,0.19044,,,,,CA_JII
Molinos,,,3116577,Spain,40.819869,-0.45092899999999997,y,5,,Molinos,0.1409,,,,,CA_PIVP
Molins de Rei,,,3116562,Spain,41.4141137,2.0177118999999997,y,5,,Molins de Rei,0.2967,,,,,CA_JIR; CA_JIP
Mollerussa,Mollerusa,,3116554,Spain,41.6287381,0.8941816999999999,y,5,,Mollerussa,0.70394,,,,,CA_JII
Monasterio de Casbas,,,GNA_0018,Spain,42.156442999999996,-0.140035,y,6,,,,to_add,Casbas de Huesca,3126038.0,0.10532000000000001,CA_JIP
Monasterio de los frailes minores de Girona,,,TL_0039,Spain,41.9841598,2.8254759,y,5,Appears that this location was destroyed and a museum was built over the original site,,,,Girona,3121456.0,0.12462000000000001,CA_JIR
Monasterio de Montserrat,,,11887228,Spain,41.59332620000001,1.8376756999999997,y,6,,Monestir de Montserrat,0.0829,,,,,CA_MI; CA_JIR; CA_JIP
Monasterio de Pedralbes,,,6457234,Spain,41.3953392,2.1120701,y,6,,Pedralbes Monastery,0.038,,,,,CA_JIR; CA_JIP
Monasterio de Piedra,,,9170305,Spain,41.193468700000004,-1.7823247,y,6,,Monasterio De Piedra,0.079,,,,,CA_JII
Monasterio de Poblet,,,7290336,Spain,41.3807334,1.0835226999999998,y,6,,Monasterio de Poblet,0.042,,,,,CA_MI; CA_JIR; CA_JIP; CA_JII
Monasterio de Rueda,Real Monasterio de Nuestra Señora de Rueda,,10242742,Spain,41.297224,-0.314019,y,6,,Hosperia Monasterio Nuestra Señora De Rueda,0.039,,,,,CA_JIR; CA_JIP; CA_PIVP; CA_JII
Monasterio de Sant Cugat del Vallès,Monasterio de Sant Cugat,,10341604,Spain,41.473782,2.0849349999999998,y,6,,Monestir de Sant Cugat,0.0355,,,,,CA_MI; CA_JIR; CA_JIP; CA_JII
Monasterio de San Juan de la Peña,,,11862165,Spain,42.5078408,-0.6668454,y,6,,Monasterio Nuevo de San Juan de la Peña,0.0,,,,,CA_PIVP; CA_JII
Monasterio de Sant Jeroni de la Murta,,,11995001,Spain,41.470009999999995,2.2208959999999998,y,6,,Sant Jeroni de la Murtra,0.013030000000000002,,,,,CA_JIR
Monasterio de Santa Fé,,,11994487,Spain,41.5769027,-0.9515326999999999,y,6,,Monasterio de Santa Fé,0.00607,,,,,CA_MI
Monasterio de Santa Maria de Huerta,,,3109795,Spain,41.2615716,-2.1773322,y,5,,Santa María de Huerta,1.05782,,,,,CA_JII
Monasterio de Santa Maria de Lladó,Monasterio de Lletó,,GNA_0019,Spain,42.2479495,2.8133645,y,6,,,,to_add,Lladó,3118347.0,0.04178,CA_JII
Monasterio de Santa Maria de Ripoll,,,GNA_0020,Spain,42.2014799,2.1906406,y,6,,,,to_add,Ripoll,3111607.0,0.0964,CA_JIP
Monasterio de Santa María de Vilabertrán,,,GNA_0021,Spain,42.281923299999995,2.9791725,y,6,,,,to_add,Vilabertran,3105956.0,0.19919,CA_MI
Monasterio de Santes Creus,Santes Creus,,6544523,Spain,41.3460635,1.3637701999999998,y,6,,Monestir de Santes Creus,0.04226,,,,,CA_JIR; CA_JIP; CA_PIVP; CA_JII
Monasterio de Scala Dei,,,GNA_0022,Spain,41.2569956,0.8100595,y,5,,,,to_add,Escaladei,10941887.0,0.98893,CA_JII
Monasterio de Vallbona de les Monges,Monasterio de Villabona,,3106663,Spain,41.5245714,1.0883901000000002,y,6,,Vallbona de les Monges,0.19555999999999998,,,,,CA_JII
Monasterio de Valldigna,,,2521084,Spain,39.042872700000004,-0.3054445,y,6,,Benifairó de Valldigna,1.36083,,,,,CA_JIR; CA_JII
Monasterio de Veruela,Veruela,,11862134,Spain,41.8121912,-1.6950541000000001,y,6,,Monasterio de Veruela,0.16225,,,,,CA_JII
Monasterio San Vicente de la Roqueta,,,TL_0040,Spain,39.464438799999996,-0.3821367,y,6,,,,,Arrancapins,12023289.0,0.18703,CA_MI
Monasterio Santa Maria de Valldonzella,Monasterio de Valldonzelle,,GNA_0023,Spain,41.412197,2.1305532000000005,y,6,,,,to_add,La Bonanova,6545107.0,0.7223,CA_MI; CA_JIR; CA_JII
Monblanc,,,3116411,Spain,41.3744399,1.1615673999999998,y,5,,Montblanc,0.21306999999999998,,,,,CA_JII
Moncada,,,2513703,Spain,39.546130299999994,-0.39838290000000004,y,5,,Moncada,0.25535,,,,,CA_MI; CA_JIP
Monells,,,3116492,Spain,41.9754009,2.9988681,y,5,,Monells,0.03515,,,,,CA_JII
Monestir de frares menors Perpignan,,,GNA_0024,France,42.6964325,2.8909231,y,6,,,,to_add,Perpignan,2987914.0,0.39154,CA_MI
Monistrol de Montserrat,,,3116466,Spain,41.6113,1.8429886999999998,y,5,,Monistrol de Montserrat,0.8347399999999999,,,,,CA_JIP
Monreal de Ariza,,,3116455,Spain,41.290499,-2.1069816,y,5,,Monreal de Ariza,0.21438000000000001,,,,,CA_JII
Monreal del Campo,Monreal; Monte Real,,3116454,Spain,40.78771939999999,-1.3553635,y,5,,Monreal del Campo,0.031110000000000002,,,,,CA_MI; CA_JIP; CA_JII
Monroyo,,,3116452,Spain,40.787417100000006,-0.0332365,y,5,,Monroyo,0.19437000000000001,,,,,CA_JIP; CA_PIVP
Montalbán,,,3116441,Spain,40.8327391,-0.8002439,y,5,,Montalbán,0.12939,,,,,CA_JIP; CA_PIVP; CA_JII
Montanyana,,,3116427,Spain,42.1614224,0.6782169,y,5,,Montanyana,0.06671,,,,,CA_JII
Montblanc,,,3116411,Spain,41.3744399,1.1615673999999998,y,5,,Montblanc,0.21306999999999998,,,,,CA_JIR; CA_JIP; CA_JII
Montcada i Reixac,,,3116527,Spain,41.4904225,2.1866067000000005,y,5,,Montcada i Reixac,0.8334600000000001,,,,,CA_MI; CA_JIR; CA_JIP
Monteagudo de las Vicarías,Ariza-Monteagudo,,3116378,Spain,41.364513099999996,-2.1708138999999997,y,5,"This is almost always mentioned in conjunction with other castles and defenses in Ariza, so this seems the most likely candidate.",Monteagudo de las Vicarías,0.10855999999999999,,,,,CA_JII
Monterrubio,,,TL_0041,Spain,39.184781799999996,-0.37966869999999997,R,1,"This place doesn't seem to exist near Valencia (on the way to Gandia). The locations surrounding it in the orginial itinerary seem kind of jumbled and don't make sense, distance wise. Monrubi or Monroyo are both places near-ish Valencia, but not near enough. There may be some mention in Caminos de Peregrinos del Aragon - Jaume II",,,,Benicull de Xúquer,2521090.0,0.35512,CA_JII
Montfalco Asedio al Castillo,,,CA_JII_14,Spain,41.6896329,1.3364001,y,4,,,,,Les Oluges,3115090.0,1.17941,CA_JII
Montfalco Murallat,Montfalco,,GNA_0025,Spain,41.6887191,1.3396783,y,5,,,,to_add,Les Oluges,3115090.0,1.35972,CA_JII
Montgai,,,3116473,Spain,41.7997352,0.9607869000000001,y,5,,Montgai,0.48955,,,,,CA_JIP
Montmaneu,,,3116278,Spain,41.625559,1.4159402,y,5,,Montmaneu,0.084,,,,,CA_JIR; CA_JIP
Montmeló,,,3116276,Spain,41.5483221,2.2507317000000002,y,5,,Montmeló,0.76083,,,,,CA_JIP
Montpellier,,,2992166,France,43.610769,3.8767160000000014,y,5,,Montpellier,0.04476,,,,,CA_JII
Monzón,,,3116224,Spain,41.9157645,0.1928216,y,5,,Monzón,0.55694,,,,,CA_JIR; CA_JIP; CA_PIVP; CA_JII
Móra d'Ebre,Mora de Ebro,,3116216,Spain,41.08677150000001,0.6381854,y,5,,Móra d'Ebre,0.5585899999999999,,,,,CA_MI; CA_JIP; CA_JII
Morata de Jalon,Morata,,3116159,Spain,41.4755606,-1.4785205,y,5,,Morata de Jalón,0.29795,,,,,CA_JII
Morella,,,3116121,Spain,40.6198326,-0.10154919999999999,y,5,,Morella,0.2235,,,,,CA_JIP; CA_JII
Morillo de Tou,,,3116094,Spain,42.3757519,0.1540338,y,5,,Morillo de Tou,0.08918,,,,,CA_JII
Moros,,,3116076,Spain,41.3983208,-1.8272621,y,5,,Moros,0.11372,,,,,CA_PIVP
Mosqueruela,Monsirola,,3116045,Spain,40.360983000000004,-0.44848679999999996,y,5,,Mosqueruela,0.05156,,,,,CA_PIVP; CA_JII
Muel,,,3115958,Spain,41.46700560000001,-1.0874758,y,5,,Muel,0.21781999999999999,,,,,CA_MI; CA_JIP; CA_JII
Mula,,,2513436,Spain,38.03970560000001,-1.4921719999999998,y,5,,Mula,0.2254,,,,,CA_JII
Muller,,,TL_0042,Spain,41.554116,0.6696681,R,1,"This could be Mollerussa - check the original: ACA, r. 271, f. 174r - listed as Mullerata",,,,Artesa de Lleida,3129323.0,2.57153,CA_JII
Munébrega,,,3115913,Spain,41.251323799999994,-1.7058403000000002,y,5,,Munébrega,0.08211,,,,,CA_PIVP
Muniesa,,,3115902,Spain,41.0327755,-0.811547,y,5,,Muniesa,0.036039999999999996,,,,,CA_JIP; CA_PIVP
Murcia,,,2513416,Spain,37.992239899999994,-1.1306544,y,5,,Murcia,0.5795600000000001,,,,,CA_JII
Murcia,,,2513416,Spain,37.992239899999994,-1.1306544,y,5,,Murcia,0.5795600000000001,,,,,CA_JII
Murero,,,3115876,Spain,41.15892520000001,-1.482034,y,5,,Murero,0.10242000000000001,,,,,CA_JII
Napoles,,,3172394,Italy,40.85177460000001,14.268124400000001,y,5,,Naples,0.04282,,,,,CA_JII
Natja,,,TL_0043,Spain,41.506624,-0.0926695,R,1,Between Lleida and Zaragoza with no other good evidence.,,,,Peñalba,3113937.0,4.61059,CA_JII
Navarrete del Río,,,3115599,Spain,40.9297829,-1.2560126,y,5,,Navarrete del Río,0.058320000000000004,,,,,CA_PIVP
Navata,,,3115577,Spain,42.2240903,2.8614511,y,5,,Navata,0.06879,,,,,CA_JIP
Nicotera Calabria,Nicotera Calabria; Marina di Nicotera,,2524008,Italy,38.554217799999996,15.9388875,y,4,actually a 4,Nicotera,0.623,,,,,CA_JII
Nogueruelas,,,3115383,Spain,40.2365616,-0.6367043000000001,y,5,,Nogueruelas,0.06652999999999999,,,,,CA_PIVP
Novella,,,TL_0044,Spain,41.238124799999994,-1.5620756000000002,y,3,Point created between Fuentes de Jiloca and Morata de Jiloca,,,,Morata de Jiloca,3116158.0,2.33209,CA_JII
Novillas,,,3115334,Spain,41.932910799999995,-1.394566,y,5,,Novillas,0.060279999999999986,,,,,CA_PIVP
Nules,,,2513180,Spain,39.853950299999994,-0.1553504,y,5,,Nules,0.09904,,,,,CA_MI; CA_JIR; CA_JIP
Ollioules,"Olius, Puerto de Oliulas, Porto de Olius",,TL_0045,France,43.1145955,5.8864477,R,4,The specific location of the medieval port is not known here.,,,,Lagoubran,3009039.0,1.09969,CA_JII
Olot,,,3115093,Spain,42.1822078,2.4880242000000004,y,5,,Olot,0.22175999999999998,,,,,CA_JIP
On ship near Asinara,,,CA_MI_03,France,41.07050200000001,8.1751392,y,4,"Sometimes referred to in Catalan documentation as ""La Linayre.""  See Ferrer i Mallol ""Les Corts i la Generalitat de Catalunya durant el regnat de Martí lâ€™Humà"" 155.  https://publicacions.iec.cat/repository/pdf/00000216/00000026.pdf",,,,,,,CA_MI
On ship near Gelsa,,,CA_MI_04,Spain,41.393417799999995,-0.4714434,y,4,,,,,,,,CA_MI
On ship near Miravet,,,CA_MI_05,Spain,41.0352843,0.6008176,y,4,,,,,,,,CA_MI
On ship near Salou,,,CA_MI_06,Spain,40.9783373,1.1315926,y,4,,,,,,,,CA_MI
On Ship near Valencia,,,CA_MI_07,Spain,39.533462899999996,-0.1401085,y,4,,,,,,,,CA_MI
On ship on the Ebro river 1,,,CA_MI_08,Spain,41.4005476,0.19152460000000002,y,3,,,,,,,,CA_MI
On ship on the Ebro river 2,,,CA_MI_09,Spain,41.2387189,0.3926175,y,3,,,,,,,,CA_MI
Onda,,,2513115,Spain,39.96044420000001,-0.2642592,y,5,,Onda,0.5987100000000001,,,,,CA_JIP
Onteniente,,,2513106,Spain,38.8220593,-0.6063927,y,5,,Ontinyent,0.03559,,,,,CA_JII
Orcheta,,,2513092,Spain,38.56284229999999,-0.26259099999999996,y,5,,Orcheta,0.1304,,,,,CA_JII
Orera,,,3114962,Spain,41.299046999999995,-1.479543,y,5,,Orera,0.11231,,,,,CA_MI; CA_PIVP
Orihuela,,,2513076,Spain,38.0855528,-0.9480050999999999,y,5,,Orihuela,0.35936999999999997,,,,,CA_JII
Oropesa del Mar,,,3114912,Spain,40.085316,0.14013810000000002,y,5,,Oropesa del Mar,0.67443,,,,,CA_MI
Orriols,,,3114890,Spain,42.1252035,2.9066732999999996,y,5,,Orriols,0.06785,,,,,CA_JIR
Os de Balaguer,,,3114849,Spain,41.873343799999994,0.7206173,y,5,,Os de Balaguer,0.04357,,,,,CA_PIVP
Osera de Ebro,,,3114841,Spain,41.534186,-0.5795779999999999,y,5,,Osera,0.08726,,,,,CA_MI; CA_JIP
Ostia-puerto,,,8378691,Italy,41.7585032,12.2996743,y,5,,Ostia Antica,0.00722,,,,,CA_JII
Palacio de Valldemossa,,,TL_0046,Spain,39.7097535,2.6223881,y,4,This palace was rebuilt by Gaudí and is now a museum - unclear if the modern structure is exactly where the king's palace was located.,,,,Cartoixa de Valldemossa,11258120.0,0.03625,CA_JIR
Palacio Real de Valldaura,,,GNA_0026,Spain,41.45031510000001,2.1331062000000003,y,6,,,,to_add,Montbau,11549768.0,1.71443,CA_MI; CA_JIR
Palais des rois de Majorque,,,10284262,France,42.693842,2.8942662,y,6,,Palace of the Kings of Majorca,0.13389,,,,,CA_MI; CA_JIR; CA_JIP
Palamós,,,3114566,Spain,41.844528499999996,3.1298161,y,5,,Palamós,0.43717,,,,,CA_JII
Palau del Real Valencia,,,GNA_0027,Spain,39.478124,-0.367571,y,6,,,,to_add,Museo de Ciencias Naturales,10278619.0,0.19371,CA_MI; CA_JIR
Palau Reial Major,,,11886832,Spain,41.384104,2.177447,y,6,,Palau Reial Maior,0.024,,,,,CA_MI; CA_JIP
Palau Reial Menor,Palacio Menor de Barcelona,,TL_0047,Spain,41.381554,2.1781650000000004,y,6,,,,,Palau Centelles,11876010.0,0.096,CA_JIR; CA_JIP
Palauet,,,TL_0048,Spain,42.0719631,2.7869405,R,1,"As an unsubstantiated guess, this could be Palol de Revardit-but without evidence",,,,Palol de Revardit,3114501.0,1.23,CA_JII
Palermo,,,2523920,Italy,38.1156879,13.361267100000001,y,5,,Palermo,2.892,,,,,CA_JII
Palma de Mallorca,,,2512989,Spain,39.5696005,2.6501603,y,5,,Palma,0.0242,,,,,CA_JIR; CA_JII
Palomera,,,TL_0049,Spain,41.1266749,1.3424848999999999,R,1,,,,,Torre de la Mora,10172963.0,0.369,CA_JII
Pancrudo,,,3114463,Spain,40.7622836,-1.0283965,y,5,,Pancrudo,0.10755,,,,,CA_PIVP
Panzano,,,3114408,Spain,42.2102948,-0.1679362,y,5,,Panzano,0.12124000000000001,,,,,CA_JIP
Paracuellos de Jiloca,,,3114396,Spain,41.314343,-1.640813,y,5,,Paracuellos de Jiloca,0.07656,,,,,CA_MI; CA_PIVP
Paterna,,,2512862,Spain,39.5037093,-0.44316179999999994,y,5,,Paterna,0.23659000000000002,,,,,CA_JIR
Patti,,,2523864,Italy,38.1386229,14.966624,y,5,,Patti,0.99482,,,,,CA_JII
Pedralba,,,2512837,Spain,39.60438170000001,-0.7259605,y,5,,Pedralba,0.93479,,,,,CA_JIR
Pedralbes,,,6545111,Spain,41.3903033,2.1091214,y,5,,Pedralbes,0.09105,,,,,CA_JIR
Pedrola,,,3114097,Spain,41.7851062,-1.2185371,y,5,,Pedrola,0.777,,,,,CA_MI; CA_PIVP; CA_JII
